,Prod_ID,Material_Desc,Noun,Modifier,long_description,short_description,Manufacturer,Ref_no,exception,ACTION,AMPERAGE,API MATERIAL CLASS,API PERFORMANCE REQUIREMENT,API PRODUCT SPECIFICATION LEVEL,API TEMPERATURE CLASS,APPLICATION,APPROXIMATE LIFE HOURS,ARBOR,BALANCE,BASE,BLADE DIAMETER,BLOCK MATERIAL,BODY MATERIAL,BODY SIZE,BOLT HOLES,BOND/BACKING,BORE,BOTTOM CONNECTION,BOTTOM RATING,BOTTOM SIZE,BRAKE,BRISTLE MATERIAL,BRISTLE SIZE,BULB,CABLE LENGTH,CAGE MATERIAL,CAPACITANCE,CAPACITY,CAPILLARY LENGTH,CARTRIDGE,CASE MATERIAL,CASING MATERIAL,CELLS,CHART TRAVEL,CHOKE TYPE,CIRCUIT,CLASS,CLOSURE,COIL VOLTAGE,COILS,COLOR,COMPOSITION,CONDUCTOR SIZE,CONFIGURATION,CONNECTION,CONNECTION LOCATION,CONNECTION MATERIAL,CONNECTOR,CONTACT,CONTACT ARRANGEMENT,CONTAINER,CONTAINS A,CONTAINS B,CONTAINS C,CONTAINS D,CONTAINS E,CONTAINS F,CONTENT A,CONTENT B,CONTENT C,CONTENT D,CYLINDER,DEGREE,DESIGN DETAIL,DESIGN LENGTH,DESIGN RATING,DESIGNATION,DIAL,DIAL SIGNAL,DIAL SIZE,DIAMETER,DISPLACEMENT,DRIVER,DURATION,ELECTRICAL RATING,ELEMENT,ELEMENT MATERIAL,ENCLOSURE,ENDS,FILLED,FILLER MATERIAL,FILTERING RETENTION,FORM,FORMAT,FRAME,FREQUENCY,FUNCTION,GEAR RATIO,GRADE,GRADUATIONS,GRIT,GROOVE,HANDLE,HANDLE LENGTH,HANDLE MATERIAL,HEAD,HEAD ANGLE,HEAD MATERIAL,HEAD WEIGHT,HOUSING MATERIAL,I/O CAPACITY,INDUSTRY STANDARD,INLET CONNECTION,INLET SIZE,INNER RING MATERIAL,INSERT/LINING MATERIAL,INSERTION LENGTH,INSIDE DIAMETER,INTERNAL MATERIAL,INTERRUPTING RATING,JUNCTION,KEYS,KVA RATING,LENGTH,LINE,LOAD RATING,LOCATION,LUBRICATION,LUMENS,MATERIAL,MAXIMUM OVERALL LENGTH,MESH SIZE,MOUNT,NA,NACE STANDARD,NAME,NEMA/IEC,NEMA/IP RATING,NOMINAL SIZE,NUMBER OF GEARS,NUMBER OF VANES,OPENING DIAMETER,OPERATED,OPERATING VOLTAGE,OPERATION,OPERATOR,ORIFICE SIZE,OUTER RING MATERIAL,OUTLET CONNECTION,OUTLET SIZE,OUTPUT RATING,OUTSIDE DIAMETER,PARENT EQUIPMENT,PERFORATION SIZE,PHASE,PIPE SIZE,PITCH,PITCH DIAMETER,POLE,PORT,POSITION,POWER,POWER SOURCE,PRESSURE RANGE,PRESSURE RATING,PRIMARY VOLTAGE,PROBE DIAMETER,PROCESS,PROTOCOL,PUMP SIZE,PUMP STYLE,QTY,RADIAL CLEARANCE,RADIUS,RANGE,RATING,READOUT,REFRIGERANT,RESISTANCE,ROW,RPM RATING,SCALE,SCOPE,SEAL MATERIAL,SECONDARY VOLTAGE,SECTIONS,SERIES,SERVICE,SERVICE FACTOR,SET PRESSURE,SHAFT SIZE,SHANK,SHAPE,SHEATH DIAMETER,SHEATH MATERIAL,SHELF LIFE,SIZE,SIZE/CONNECTION,SKILLS REQUIRED,SOFTGOODS,SPECIFICATION,SPEED,SPOUT,STANDARDS,STEM LENGTH,STRUCTURE,STYLE,SUPPLY,SUPPLY RATING,TAPER,TAPER SIZE,TAPS,TASK EXCLUDE,TASK INCLUDE,TECHNIQUE,TEETH,TEMPERATURE RANGE,TEMPERATURE RATING,TERMINAL,TERMINATIONS,THICKNESS,THREADS,THRUST,TIP DIAMETER,TOLERANCE,TOP CONNECTION,TOP RATING,TOP SIZE,TRAVEL,TRIM,TUBE DIAMETER,TUBE LENGTH,TUBE MATERIAL,TURNS,TYPE,UOM,VALVE SIZE,VALVE STYLE,VIALS,VISIBLE LENGTH,VOLTAGE,VOLUME/CONTAINER,WATTAGE,WEIGHT,WIDTH,WINDING MATERIAL,WIRE,WIRE DIAMETER,WIRE SIZE,WORK WEIGHT
10,1010,"O-RING
INSIDE DIAMETER: 196.22MM(7.725IN)
OUTSIDE DIAMETER: 210.22MM(8.276IN)
THICKNESS: 7.00MM(0.276IN)
MATERIAL: VITON
DASH NO: 444
HARDNESS: 80 SH A
TEMPERATURE RANGE: -20 TO +200°C
TYPE: BEWZ19/4000
FOR HEAT EXCHANGER
MANUFACTURER: ROBOX
MFR.ORIGINAL PART NO: P1602-K03-505
MFR.REVISED PART NO: 3AV71962269B
MFR.DRAWING NO: V-2158-207-A-009,POS.NO: 505
EQUIPMENT MFR: ELTACON
EQUIP.MODEL NO: 10-K101A-E002
THE ITEM NEEDS TO BE SUPPLIED WITH THE FOLLOWING:
-PRODUCTION DATE
-EXPIRY DATE
-MAXIMUM SHELF LIFE
NOTE: THE SUPPLIED ITEM SHOULD HAVE 80% SHELF LIFE","O
RING",NO MODIFIER,,,ROBOX,NA,O-RING INSIDE DIAMETER : 196.22MM ( 7.725IN ) OUTSIDE DIAMETER : 210.22MM ( 8.276IN ) THICKNESS : 7.00MM ( 0.276IN ) MATERIAL : VITON DASH : 444 HARDNESS : 80 SH A TEMPERATURE RANGE : -20 TO +200°C TYPE : BEWZ19/4000 FOR HEAT EXCHANGER : MFR.ORIGINAL : P1602-K03-505 MFR.REVISED : 3AV71962269B MFR.DRAWING : V-2158-207-A-009 POS.NO : 505 : ELTACON EQUIP.MODEL : 10-K101A-E002 THE ITEM NEEDS TO BE SUPPLIED WITH THE FOLLOWING : -PRODUCTION DATE -EXPIRY DATE -MAXIMUM SHELF LIFE NOTE : THE SUPPLIED ITEM SHOULD HAVE 80 % SHELF LIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1011,"AMPLIFIER HANDSET
FOR CENTRAL PAEAS CABINET
MANUFACTURER: GAI-TRONICS
MFR.ORIGINAL PART NO: 701-202/B97006BA
MFR.REVISED PART NO: GTB97006BA
EQUIP.MODEL NO: TS958",AMPLIFIER,NO MODIFIER,"*** AMPLIFIER , NO MODIFIER *** 

","AMPLIFIER , NO MOD:",GAI-TRONICS,NA,HANDSET FOR CENTRAL PAEAS CABINET : MFR.ORIGINAL : 701-202/B97006BA MFR.REVISED : GTB97006BA EQUIP.MODEL : TS958,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
12,1012,"DC/DC POWER PACK
T1032-07C
MANUFACTURER: ABB
MFR.PART NO: HIER-466688
EQUIP.MODEL NO: WMT-56-MA","POWER
PACK",NO MODIFIER,,,ABB,"HIER-466688
",DC/DC POWER PACK T1032-07C : : EQUIP.MODEL : WMT-56-MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1013,"HP ROTOR ASSEMBLY
FOR CENTRIFUGAL COMPRESSOR
MANUFACTURER: DEMAG DELAVAL
MFR.PART NO: 520142-15
ALTERNATE.MFR.PART NO: 87485815
EQUIPMENT MFR: DEMAG DELAVAL
EQUIP.MODEL NO: 6MH6A","ROTOR
ASSEMBLY
COMPRESSOR",NO MODIFIER,,,DEMAG DELAVAL,"520142-15
",HP ROTOR ASSEMBLY FOR CENTRIFUGAL COMPRESSOR : : ALTERNATE.MFR.PART : 87485815 : EQUIP.MODEL : 6MH6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1014,"RELIEF VALVE
SIZE: 1-1/2IN X 2IN
TYPE: 307-ORF
INLET: 1-1/2IN-NPTM
OUTLET: 2IN-NPTF
SET PRESSURE: 165PSIG
CAP.1077 SCFM
MANUFACTURER: CROSBY
MFR.PART NO: 981105-MD
EQUIP.SERIAL NO: VA0148461-4
TEST CERTIFICATES: EN 10204-3.1
 TAG NO:
95-Y001A-PRV-5101/2A
95-Y001B-PRV-5101/2B
95-Y001C-PRV-5101/2C
95-Y001D-PRV-5101/2D",VALVE,RELIEF,"*** VALVE , RELIEF *** 

INLET CONNECTION : 1/2IN
INLET SIZE : 1/2IN
OUTLET CONNECTION : NPTF
OUTLET SIZE : NPTF
SET PRESSURE : 165PSIG
TYPE : 307
","VALVE , RLF: 1/2IN,1/2IN,NPTF,NPTF,165PSIG,307",CROSBY,"981105-MD
",1-1/2IN X 2IN 307-ORF 1-1/2IN-NPTM 2IN-NPTF CAP.1077 SCFM EQUIP.SERIAL VA0148461-4 TEST CERTIFICATES EN 10204-3.1 TAG 95-Y001A-PRV-5101/2A 95-Y001B-PRV-5101/2B 95-Y001C-PRV-5101/2C 95-Y001D-PRV-5101/2D,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2IN,1/2IN,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,NA,,,,,,NPTF,NPTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165PSIG,,,,,,,,NA,,NA,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,307,,,,,,,,,,,,,,,
15,1015,"PRESSURE GAUGE
RANGE: 0-7,500PSI
CASE SIZE: 63MM(2-1/2IN)
CASE MATERIAL: 304SS
MEASURING SYSTEM: HELICAL
WINDOW MATERIAL: ACRYLIC
LIQUID FILLING: GLYCERINE
CONNECTION SIZE: 1/4IN NPTM
CONNECTION MATERIAL: BRASS
CONNECTION TYPE: BACK
MOUNTING TYPE: FLUSH PANEL MOUNTING
MANUFACTURER: MAKO
MFR.PART NO: M2269N
EQUIPMENT MFR: DOOLEY TACKABERRY
EQUIP.MODEL NO: TAC-8-RM","GAUGE
RANGE
CASE",PRESSURE,,,DOOLEY TACKABERRY,"M2269N
",PRESSURE GAUGE RANGE : 0-7 500PSI CASE SIZE : 63MM ( 2-1/2IN ) CASE MATERIAL : 304SS MEASURING SYSTEM : HELICAL WINDOW MATERIAL : ACRYLIC LIQUID FILLING : GLYCERINE CONNECTION SIZE : 1/4IN NPTM CONNECTION MATERIAL : BRASS CONNECTION TYPE : BACK MOUNTING TYPE : FLUSH PANEL MOUNTING : MAKO : : EQUIP.MODEL : TAC-8-RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1016,"THERMCOUPLE TUBE CONNECTOR
MANUFACTURER: GE
MFR.PART NO: 287A1399P021
VENDOR: GE SUPPLY
EQUIP.MODEL NO: MS 7001 EA (FRAME 7)
P-2158-210-A","TUBE
CONNECTOR
NO",NO MODIFIER,,,GE,"287A1399P021
",THERMCOUPLE TUBE CONNECTOR : : VENDOR : SUPPLY EQUIP.MODEL : MS 7001 EA ( FRAME 7 ) P-2158-210-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1017,"GLASS FUSE
DIMENSIONS: L 32MM X OD 7MM
VOLTAGE: 250
AMPS: 2.5A
FOR GAS TURBINE & GENERATOR
MANUFACTURER: DONALDSON
MFR.PART NO: P13-5712
EQUIPMENT MFR: GE
EQUIP.MODEL NO: MS 7001 EA",GLASS,NO MODIFIER,"*** GLASS , NO MODIFIER *** 

","GLASS , NO MOD:",GE,"P13-5712
",FUSE DIMENSIONS : L 32MM X OD 7MM VOLTAGE : 250 AMPS : 2.5A FOR GAS TURBINE & GENERATOR : DONALDSON : : EQUIP.MODEL : MS 7001 EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
18,1018,"GUIDE LINER
2.5IN STEM(3) P=6610
MANUFACTURER: YKV-VALTEK
MFR.PART NO: 009458-842-000
ORIGINAL PO REF: P-2374-001-A
EQUIP.MODEL NO: MG-09-04
EQUIP.SERIAL NO: VHC987801-02-8
EQUIP.TAG NO: 92PV-18A AND OTHERS",GUIDE,NO MODIFIER,"*** GUIDE , NO MODIFIER *** 

","GUIDE , NO MOD:",YKV-VALTEK,"009458-842-000
",LINER 2.5IN STEM ( 3 ) P=6610 : : ORIGINAL PO REF : P-2374-001-A EQUIP.MODEL : MG-09-04 EQUIP.SERIAL : VHC987801-02-8 EQUIP.TAG : 92PV-18A AND OTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
19,1019,"GASKET
MANUFACTURER: CATERPILLAR
MFR.PART NO: 8N1996
EQUIPMENT MFR: MHD A AL- BAHAR
EQUIP.MODEL NO: CAT-3616",GASKET,NO MODIFIER,"*** GASKET , NO MODIFIER *** 

","GASKET , NO MOD:",CATERPILLAR,"8N1996
",: : : MHD A AL- BAHAR EQUIP.MODEL : CAT-3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
20,1020,"PACKING,HP/LP
MANUFACTURER: MASONEILAN
MFR.PART NO: 5675810
EQUIPMENT MFR: DEMAG DELAVAL
EQUIP.MODEL NO: 06MH6A",PACKING,NO MODIFIER,"*** PACKING , NO MODIFIER *** 

","PACKING , NO MOD:",DEMAG DELAVAL,"5675810
",HP/LP : MASONEILAN : : EQUIP.MODEL : 06MH6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
21,1021,"BALL VALVE,
END CONNECTION: SOCKET WELD
BODY MATERIAL: B564 UNS N08825
TRIM MATERIAL: B564 UNS N08825
BALL MATERIAL: B564 UNS N08825
STEM MATERIAL: B564 UNS N08825
SEAT MATERIAL: GLASS REINFORCED PTFE
OPERATION: LEVER OPERATED
TEST CERTIFICATE: EN 10204- 3.1
PRESSURE RATING: CLASS-600
SIZE: 1IN
DRAWING NO.96114-30
MANUFACTURER: RING-O-VALVE
MFR.PART NO.901077020002
EQUIP.MANUFACTURER: RING-O-VALVE
EQUIP.MFR.MODEL NO.FBFX5L-96114-30",BALL,VALVE,"*** BALL , VALVE *** 

MATERIAL : B564
VALVE SIZE : NO.901077020002
VALVE STYLE : NO.901077020002
","BALL , VLV: B564,NO.901077020002,NO.901077020002",RING-O-VALVE,"EQUIP.MANUFACTURER
",END CONNECTION SOCKET WELD BODY UNS N08825 TRIM UNS N08825 UNS N08825 STEM UNS N08825 SEAT GLASS REINFORCED PTFE OPERATION LEVER OPERATED TEST CERTIFICATE EN 10204- 3.1 PRESSURE RATING CLASS-600 1IN DRAWING NO.96114-30 EQUIP.MFR.MODEL NO.FBFX5L-96114-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B564,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO.901077020002,NO.901077020002,,,,,,,,,,,,
22,1022,"MEMBRANE UNIT
FOR CENTRIFUGAL PUMP
MANUFACTURER: FLEXIBOX
MFR.PART NO: 7908-1200-4723
EQUIPMENT MFR: FLEXIBOX
EQUIP.MODEL NO: MHSS-1200X083-G131",MEMBRANE,NO MODIFIER,"*** MEMBRANE , NO MODIFIER *** 

","MEMBRANE , NO MOD:",FLEXIBOX,"7908-1200-4723
",UNIT FOR CENTRIFUGAL PUMP : : : EQUIP.MODEL : MHSS-1200X083-G131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
23,1023,"SEAT RING
MATERIAL: F316SS
MANUFACTURER: RING-O-VALVE
MFR.PART NO: F004R8AD00$5
EQUIP.MODEL NO: GBAA2L-4-900RTJ",SEAT,VALVE,"*** SEAT , VALVE *** 

MATERIAL : F316SS
VALVE SIZE : NO
VALVE STYLE : NO
","SEAT , VLV: F316SS,NO,NO",RING-O-VALVE,"F004R8AD00$5
",RING EQUIP.MODEL GBAA2L-4-900RTJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F316SS,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,,,
24,1024,"IMPELLER SPACER
MANUFACTURER: NIKKISO
MFR.PART NO(POS NO): 14
MFR.REF.NO: 12M-S22-0002Z01
EQUIPMENT MFR: NIKKISO
EQUIP.MODEL NO: 6260L4-P7.5R",IMPELLER,NO MODIFIER,"*** IMPELLER , NO MODIFIER *** 

","IMPELLER , NO MOD:",NIKKISO,"POS
",SPACER : ( ) : 14 MFR.REF.NO : 12M-S22-0002Z01 : EQUIP.MODEL : 6260L4-P7.5R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,
25,1025,"VALVE CORE
MATERIAL: ASTM A-216 GR WCC CAST STEEL
FOR VALVE
MANUFACTURER: ORBIT VALVE COMPANY
MFR.ORIGINAL PART NO: XC589303
MFR.REVISED PART NO: 1A-XC589303
EQUIP.MODEL NO: 12X10-1233SH8LRF
EQUIP.SERIAL NO: HH1222872 & HH1222873
EQUIP.TAG NO: 13SDV-301-A/C
ORIGINAL P.O: P-2174-012-A",VALVE,NO MODIFIER,"*** VALVE , NO MODIFIER *** 

","VALVE , NO MOD:",ORBIT,NA,CORE MATERIAL : ASTM A-216 GR WCC CAST STEEL FOR : COMPANY MFR.ORIGINAL : XC589303 MFR.REVISED : 1A-XC589303 EQUIP.MODEL : 12X10-1233SH8LRF EQUIP.SERIAL : HH1222872 & HH1222873 EQUIP.TAG : 13SDV-301-A/C ORIGINAL P.O : P-2174-012-A,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,,,,,NA,,,,,,,,,,,NA,,,,,,,,,,,,NA,,,,,NA,,,,,,,,,,,,,,,
26,1026,"PRESSURE GAUGE
RANGE: 0-16BAR
CASE SIZE: 4-1/2IN
CASE MATERIAL: SOLID FRONT PBTB
MEASURING SYSTEM: BOURDON
WINDOW MATERIAL: LAMINATED SAFETY GLASS
LIQUID FILLING: GLYCERINE
CONNECTION SIZE: 1/2IN NPTM
CONNECTION MATERIAL: MONEL
CONNECTION TYPE: LOWER
MOUNTING TYPE: SURFACE MOUNTING
MANUFACTURER: WIKA
MFR.ORIGINAL PART NO: 263.34LM1/2IN.0-16BAR
MFR.REVISED PART NO: 263.34.4-1/2""/0-16BAR
EQUIP.MODEL NO: 263.34","GAUGE
RANGE
CASE",PRESSURE,,,WIKA,NA,PRESSURE GAUGE RANGE : 0-16BAR CASE SIZE : 4-1/2IN CASE MATERIAL : SOLID FRONT PBTB MEASURING SYSTEM : BOURDON WINDOW MATERIAL : LAMINATED SAFETY GLASS LIQUID FILLING : GLYCERINE CONNECTION SIZE : 1/2IN NPTM CONNECTION MATERIAL : MONEL CONNECTION TYPE : LOWER MOUNTING TYPE : SURFACE MOUNTING : MFR.ORIGINAL : 263.34LM1/2IN.0-16BAR MFR.REVISED : 263.34.4-1/2 '' /0-16BAR EQUIP.MODEL : 263.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1027,"TRANSFORMER MODULE
FOR UN-INTERRUPTED POWER SUPPLY(UPS)
UPS MODEL NO: PEW1040220/120EANR
MANUFACTURER: GUTOR
MFR.ORIGINAL PART NO: 0204325
MFR.REVISED PART NO: 0C4800
UPS DETAILS AS FOLLOWS:
SERIAL NO: 970073-01
TYPE: PEW 1040-220/120-EAN
YEAR OF MANUFACTURER: 1997
3-PHASE,415VAC
FREQUENCY: 50Hz
PROTECTION IP: 42
INPUT CURRENT(AC): 3 x 114A
OUTPUT VOLTAGE(AC): 1 x 120V
OUTPUT CURRENT(AC): 1 x 333A
KVA: 40
EQUIPMENT DETAILS: UPS-1271A
BATTERY DETAILS:-
NUMBER OF CELLS: 108
MFG.: GNB
TYPE: 90-A09
CAPACITY: 350AH
COS phi.: 0.8",TRANSFORMER,NO MODIFIER,"*** TRANSFORMER , NO MODIFIER *** 

FREQUENCY : 50Hz
KVA RATING : EQUIPMENT
PHASE : 3
TYPE : PEW
","TRANSFORMER , NO MOD: 50Hz,EQUIPMENT,3,PEW",GUTOR,NA,MODULE FOR UN-INTERRUPTED POWER SUPPLY ( UPS ) UPS MODEL PEW1040220/120EANR MFR.ORIGINAL 0204325 MFR.REVISED 0C4800 UPS DETAILS AS FOLLOWS SERIAL 970073-01 1040-220/120-EAN YEAR OF 1997 3-PHASE 415VAC 50HZ PROTECTION IP 42 INPUT CURRENT ( AC ) X 114A OUTPUT VOLTAGE ( AC ) 1 X 120V OUTPUT CURRENT ( AC ) 1 X 333A 40 DETAILS UPS-1271A BATTERY DETAILS - OF CELLS 108 MFG . GNB 90-A09 CAPACITY 350AH COS PHI . 0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,EQUIPMENT,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,NA,,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,PEW,,,,,,,,,,,,,,,
